title,snippet,link,position,date
企业技术主管质疑加州AI法案的下游影响,"Sep 26, 2024 — 许多人对该法案持有疑问和担忧，他们担心该法案会如何影响他们的供应商，以及如果他们使用受影响的AI技术，是否会面临额外的风险。有些人表示，谨慎情绪的加重 ...",https://cn.wsj.com/articles/business-tech-leaders-question-downstream-impact-of-california-ai-bill-4fd6c712,85,2024-11-02 19:49:55
AI 交互: 实现“以人为中心AI”理念的跨学科新领域,"by W Xu · 2021 · Cited by 10 — 近几年,当“以技术为中心”方法影响着AI 研. 发的同时，研究者也在探索基于“以人为中心”的. AI 开发方法，例如，以人为中心的算法,AI 人文设. 计，包容性设计，基于社会责任的AI[8] ...",https://arxiv.org/pdf/2112.01920,86,2024-11-02 19:49:55
企业IT架构中AI的演变和对企业的影响 - @Sting (atSting.com),"May 22, 2024 — 在企业IT架构中，人工智能（AI）的演变对企业产生了深远影响。从基础的机器学习（ML）到深度学习（DL）再到生成式AI（GenAI），AI的发展已经从简单的模式识别 ...",https://www.atsting.com/archives/2815,87,2024-11-02 19:49:55
AI 5 大危害| 人人都是产品经理,随着科技的发展，AI离我们的距离已经不在像过去那么遥远，在任何技术的发展下，大环境总会有出现变动及影响，下面这篇文章是笔者整理分析的关于AI的到来所产生的五个危害， ...,https://www.woshipm.com/ai/5939220.html,88,2024-11-02 19:49:55
AI 框架发展白皮书,... 人工智能（AI，Artificial Intelligence）. 作为其中重要的使能技术，对激活实体经济具有溢出带动性很强的. “头雁效应”，对构筑国家科技影响力具有举足轻重的意义。人工智能.,http://www.caict.ac.cn/kxyj/qwfb/bps/202202/P020220226369908606520.pdf,89,2024-11-02 19:49:55
人工智能（AI）在数字化营销中的应用：挑战及机遇,"May 3, 2024 — 尽管AI技术可以提高数字化营销的效率和精度，但在实际应用中，人为因素仍然是一个挑战。例如，AI算法可能受到错误数据的影响，或者被不当调整和操作 ...",https://emarsys.com/cn/learn/blog/ai-in-marketing/,90,2024-11-02 19:49:55
人工智能ai技术对社会的影响是什么,"Mar 10, 2020 — 人工智能现在可以模仿人类的语音，翻译语言，诊断癌症，起草法律文件并玩游戏（甚至击败人类竞争对手）。我们已经处在一个社会中，系统可以完成我们认为无法实现 ...",https://cloud.tencent.com/developer/news/591803,91,2024-11-02 19:49:55
ai技术对人类生活的影响 - 前瞻科技网,"Mar 6, 2024 — AI技术对人类生活的影响 · 1. 自动化生产. AI技术在自动化生产领域的应用正在改变传统的生产模式。 · 2. 智能家居. AI技术为智能家居的发展开启了新的篇章。",https://www.qzkj.net/tech/artificial/13169.html,92,2024-11-02 19:49:55
人工智能发展持续蓬勃向前AI大模型成为未来产业新赛道,"Jul 19, 2024 — “作为一种泛在性技术，人工智能可以赋能千行百业。”清华大学战略与安全研究中心特约专家朱荣生对记者表示，我国拥有全球门类最齐全、体系最完整的工业体系， ...",http://www.ciia.org.cn/news/25369.cshtml,93,2024-11-02 19:49:55
人工智能对审计工作影响,"Aug 5, 2024 — 并且在AI 作用下进行审计时，大. 数据技术与AI 算法能够实现自动化数据采集，整理与分析流程，进而极大地提升了审计效率与准确性。 综观审计行业发展，由传统 ...",https://pdf.hanspub.org/fia2024134_22430369.pdf,94,2024-11-02 19:49:55
加州签署AI法案防“深伪”技术影响大选,"Sep 19, 2024 — ﻿加州签署AI法案防“深伪”技术影响大选 ... 【大公报讯】综合美联社、《华盛顿邮报》报道：美国加州州长纽森17日签署一系列有关人工智能（AI）法案，以打击使用AI ...",https://www.takungpao.com/news/232111/2024/0919/1012332.html,95,2024-11-02 19:49:55
只剩三年，AI将彻底颠覆你的行业,"Mar 4, 2024 — 当新技术影响如此之多时，弄清楚如何使用新技术就变得更加困难。南洋理工大学的Siliang Tong及其合著者于2021年发表的一篇论文表明，人工智能生成的反馈比 ...",https://www.iyiou.com/news/202403041061417,96,2024-11-02 19:49:55
AI技术对生活影响的深远变革 - 青凤凰传媒,"Apr 4, 2024 — 随着科技的飞速发展，人工智能（AI）技术已逐渐渗透到我们生活的各个角落，从工作、学习到娱乐，无一不受其影响。AI技术的广泛应用不仅改变了我们的生活 ...",http://www.qfenghuang.com/content/Y6QmZmArpCq,97,2024-11-02 19:49:55
AI技术发展带来人才需求变化，来看这份报告解读,"Sep 22, 2024 — 从地域角度来看，一线城市、省会城市以及东部沿海城市在人工智能产业的发展上处于领先地位，这些地区的劳动力市场也更易受到大模型技术的影响。面对这样的 ...",https://m.jfdaily.com/sgh/detail?id=1428141,98,2024-11-02 19:49:55
人工智能的历史、现状和未来,"Feb 16, 2019 — 我们将人工智能的发展历程划分为以下6个阶段： 一是起步发展期：1956年—20世纪60年代初。 人工智能概念提出后，相继取得了一批令人瞩目的研究成果，如机 ...",http://www.qstheory.cn/dukan/qs/2019-02/16/c_1124114625.htm,0,2024-11-02 19:49:55
人工智能史- 维基百科，自由的百科全书,先驱 · 人工智能的诞生：1943 - 1956 · 黄金年代：1956 - 1974 · 第一次AI低谷：1974 - 1980 · 繁荣：1980—1987 · 第二次AI低谷：1987—1993 · AI：1993—2011 · 深度学习，大数据和通用 ...,https://zh.wikipedia.org/zh-hans/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%8F%B2,1,2024-11-02 19:49:55
一文概览人工智能(AI)发展历程 - Zhihu - 知乎,No information is available for this page.,https://zhuanlan.zhihu.com/p/375549477,2,2024-11-02 19:49:55
人工智能发展史原创,"Dec 3, 2023 — 人工智能的发展历程展示了从最初的概念探索到现代技术突破的演变。 尽管经历了多次起伏，但AI领域持续进步，不断拓展其应用范围和影响力。",https://blog.csdn.net/lsb2002/article/details/134772829,3,2024-11-02 19:49:55
AI助手时代：挑战与机遇并存,"Aug 16, 2024 — AI助手让“人机协同”成为新常态，个人与企业正在步入AI助手时代。 然而，伴随着快速发展，一系列问题与挑战也随之而来。 如何在应对AI助手面临挑战的同时 ...",http://www.wrsa.net/1000568/2024/08-16/content_42539332.htm,0,2024-11-02 19:49:57
迎接AI智能时代：挑战与机遇的深度解析,"Oct 22, 2024 — 一、AI科技智能时代的机遇. 产业升级与效率提升AI技术的广泛应用正在推动各个行业的转型升级。 · 二、AI科技智能时代的挑战. 数据隐私与安全AI系统在处理和 ...",https://www.sohu.com/a/819051334_121798711,1,2024-11-02 19:49:57
深度报道丨AI助手时代：挑战与机遇并存-腾讯新闻,"Aug 13, 2024 — AI助手让“人机协同”成为新常态，个人与企业正在步入AI助手时代。 然而，伴随着快速发展，一系列问题与挑战也随之而来。 如何在应对AI助手面临挑战的同时 ...",https://news.qq.com/rain/a/20240813A02EZ600,2,2024-11-02 19:49:57
AI技术前沿：人机交互的新挑战与机遇,"Aug 27, 2024 — 跨文化和跨语言：在全球化的背景下，人机交互需要支持多种文化和语言。AI系统需要具备跨文化和跨语言的能力，以满足不同用户的需求。",https://www.sohu.com/a/794950535_122010198,3,2024-11-02 19:49:57
AI时代带来的机遇与挑战,"May 26, 2024 — 从就业和高校的角度来看，人工智能对于高校的教育体系、培养模式、人才模型，都带来了颠覆性的挑战。人工智能能够给每个人提供一个“智力平替”，提供各种各样 ...",https://m.thepaper.cn/newsDetail_forward_27515133,4,2024-11-02 19:49:57
分析师洞察| 开发者在AI崛起时面临的挑战与机遇,4 days ago — ... AI技术不仅在技术层面上快速发展，也在应用层面上迅速扩展。对开发者而言，AI的崛起带来了前所未有的机遇和挑战。以下分析将从AI发展趋势、开发者挑战、机遇 ...,https://m.10100.com/article/123302,5,2024-11-02 19:49:57
AI全球治理的机遇与挑战 - 财经头条,11 hours ago — 本次研讨会邀请国内多领域权威专家以“赋能全球南方，中国人工智能的经验与机遇”为主题对AI技术发展面临的机遇与挑战，以及如何赋能全球南方国家的发展等议题 ...,https://cj.sina.com.cn/article/norm_detail?url=https%3A%2F%2Ffinance.sina.com.cn%2Fjjxw%2F2024-11-02%2Fdoc-incurpnn1247853.shtml&finpagefr=w_110,6,2024-11-02 19:49:57
AI的未来发展：面对三大挑战的机遇与策略,"Mar 20, 2024 — 简介：随着人工智能技术的快速发展，我们面临着数据隐私、算法公平性和技术伦理三大挑战。本文将简明扼要地解析这些挑战，并通过实例和生动的语言帮助读者 ...",https://cloud.baidu.com/article/3252363,7,2024-11-02 19:49:57
投资未来：生成式AI的机遇与挑战,生成式AI作为一项具有颠覆性的新兴技术，给投资带来了新的机遇，但也提出了新的风险。充分认识生成式AI对投资的多方面影响，对投资者制定未来发展策略 ...,https://cn.linkedin.com/pulse/%E6%8A%95%E8%B5%84%E6%9C%AA%E6%9D%A5%E7%94%9F%E6%88%90%E5%BC%8Fai%E7%9A%84%E6%9C%BA%E9%81%87%E4%B8%8E%E6%8C%91%E6%88%98-courtney-wei,8,2024-11-02 19:49:57
人工智能技术的挑战与机遇,"Nov 22, 2023 — 面对AI技术的挑战和机遇，各国需要加强国际合作与交流。通过共同研发、共享资源和技术经验，共同应对全球性挑战，推动AI技术的全球发展。同时，通过 ...",https://www.solinkup.com/blog/4298,9,2024-11-02 19:49:57
人工智能：机遇与挑战原创,3 days ago — 人工智能（AI）作为当今世界科技发展的前沿领域，正在以前所未有的速度和规模影响着我们的生活和工作方式。AI技术的应用前景广阔，从医疗健康到金融服务， ...,https://blog.csdn.net/ciweic/article/details/143363631,10,2024-11-02 19:49:57
张成岗：人工智能赋能中国式现代化发展机遇及风险挑战,面对AI的崛起及其全面融入社会生活，我们需要清醒客观的判断和扎实冷静的努力。人类不能让舒适的假象迷惑主体性意识，人不能放弃自己而沦落成为技术决定论的服从者。成为决定 ...,https://www.sss.tsinghua.edu.cn/info/1074/6796.htm,11,2024-11-02 19:49:57
Sora带来的挑战与机遇,传统的AI大模型大多是在封闭环境中训练和应用，但Sora的出现意味着AI技术可以直接与现实世界交互，这将极大地推动AI尤其是AGI技术在各行各业的应用。 然而，也有必要认识到， ...,https://m.yicai.com/news/102036008.html,12,2024-11-02 19:49:57
人工智能（AI）在数字化营销中的应用：挑战及机遇,"May 3, 2024 — AI可以根据用户的需求和兴趣自动生成各种形式的营销内容，包括文字、视频、图像等。通过深度学习算法，AI可以模彷多样性的写作风格，并且可以根据大数据分析 ...",https://emarsys.com/cn/learn/blog/ai-in-marketing/,13,2024-11-02 19:49:57
AI 在研究中的应用：机遇与挑战 - MAXQDA,"Sep 22, 2024 — 一个研究团队正在工作，由AI 提供支持，图中由一个类似人类的机器人表示。人工智能为社会科学研究提供了巨大的机会，它可以提高效率和生产力，并自动化研究 ...",https://www.maxqda.top/ai-in-research-opportunities-and-challenges/,14,2024-11-02 19:49:57
挑战与机遇同在，AI期许几何？,"Jul 14, 2023 — 肖仰华认为，大模型需要借助外围协作工具帮助解决不足。他打个比方：每个人的力气是有限的，但给一个杠杆你能举重若轻，先天能力的不足可以通过工具补足。同样 ...",https://epaper.southcn.com/nfdaily/html/202307/14/content_10067255.html,15,2024-11-02 19:49:57
AI大模型时代，网络安全行业有哪些新挑战和机遇？-观察者网,"Jul 3, 2024 — 以大模型为代表的生成式AI，正给网络安全带来新的机遇和挑战。一方面，网络安全企业可以利用AI增强对抗网络攻击的能力，提高安全防护效率。但另一方面， ...",https://www.guancha.cn/economy/2024_07_03_740118.shtml,16,2024-11-02 19:49:57
